400.000000	104.684210
401.000000	104.684210
402.000000	104.684210
403.000000	104.684210
404.000000	104.684210
405.000000	100.048560
406.000000	95.412914
407.000000	90.812581
408.000000	86.212248
409.000000	81.647228
410.000000	77.082208
411.000000	72.552502
412.000000	68.022795
413.000000	63.528402
414.000000	59.034010
415.000000	56.195930
416.000000	53.357849
417.000000	50.541890
418.000000	47.725931
419.000000	44.932095
420.000000	42.138258
421.000000	39.366544
422.000000	36.594830
423.000000	33.845238
424.000000	31.095645
425.000000	29.808688
426.000000	28.521731
427.000000	27.244930
428.000000	25.968129
429.000000	24.701484
430.000000	23.434840
431.000000	22.178351
432.000000	20.921862
433.000000	19.675530
434.000000	18.429198
435.000000	17.848598
436.000000	17.267998
437.000000	16.691993
438.000000	16.115988
439.000000	15.544578
440.000000	14.973168
441.000000	14.406353
442.000000	13.839539
443.000000	13.277319
444.000000	12.715099
445.000000	12.335614
446.000000	11.956129
447.000000	11.579695
448.000000	11.203262
449.000000	10.829880
450.000000	10.456497
451.000000	10.086166
452.000000	9.715835
453.000000	9.348555
454.000000	8.981275
455.000000	8.773125
456.000000	8.564976
457.000000	8.358495
458.000000	8.152015
459.000000	7.947202
460.000000	7.742390
461.000000	7.539246
462.000000	7.336102
463.000000	7.134627
464.000000	6.933152
465.000000	6.918405
466.000000	6.903659
467.000000	6.888905
468.000000	6.874150
469.000000	6.859388
470.000000	6.844626
471.000000	6.829855
472.000000	6.815085
473.000000	6.800307
474.000000	6.785528
475.000000	6.760428
476.000000	6.735327
477.000000	6.710314
478.000000	6.685302
479.000000	6.660376
480.000000	6.635451
481.000000	6.610613
482.000000	6.585775
483.000000	6.561025
484.000000	6.536275
485.000000	6.526569
486.000000	6.516863
487.000000	6.496871
488.000000	6.476880
489.000000	6.456932
490.000000	6.436984
491.000000	6.417079
492.000000	6.397174
493.000000	6.377312
494.000000      6.367381
495.000000	6.357450
496.000000	6.336568
497.000000	6.315686
498.000000	6.294857
499.000000	6.274028
500.000000	6.253253
501.000000	6.232478
502.000000	6.211756
503.000000	6.191034
504.000000	6.170366
505.000000	6.149698
506.000000	6.130226
507.000000	6.110755
508.000000	6.091325
509.000000	6.052508
510.000000	6.033121
511.000000	6.013776
512.000000	5.994431
513.000000	5.975128
514.000000	5.955825
515.000000	5.936754
516.000000	5.917683
517.000000	5.898652
518.000000	5.879621
519.000000	5.860630
520.000000	5.841640
521.000000	5.822689
522.000000	5.803739
523.000000	5.784829
524.000000	5.765919
525.000000	5.745764
526.000000	5.725609
527.000000	5.705508
528.000000	5.685407
529.000000	5.665360
530.000000	5.645312
531.000000	5.625318
532.000000	5.605325
533.000000	5.585385
534.000000	5.565445
535.000000	5.546667
536.000000	5.527889
537.000000	5.509153
538.000000	5.490417
539.000000	5.471722
540.000000	5.453028
541.000000	5.434375
542.000000	5.415723
543.000000	5.397112
544.000000	5.378501
545.000000	5.360759
