01.SPECTRUM.all.meansd 0.001 10 0.3 0.00859237 0.0630305 0.815706
09.SPECTRUM.all.meansd 0.001 10 0.1 0.00535401 0.0371936 0.879042
12.SPECTRUM.all.meansd 0.001 10 0.0 0.00555327 0.0252833 0.892912
20.SPECTRUM.all.meansd 0.001 10 0.0 0.00611687 0.024323 0.893192
30.SPECTRUM.all.meansd 0.001 10 0.0 0.00644811 0.0226113 0.892085
40.SPECTRUM.all.meansd 0.001 10 0.0 0.00515202 0.016881 0.896609
