400.000000 0.053023 0.022753 1.992964
401.000000 0.052901 0.022786 1.992964
402.000000 0.052778 0.022819 1.992964
403.000000 0.052664 0.022850 1.992964
404.000000 0.052551 0.022880 1.992964
405.000000 0.052436 0.022767 1.997929
406.000000 0.052321 0.022653 2.002933
407.000000 0.052198 0.022282 2.017053
408.000000 0.052075 0.021918 2.031172
409.000000 0.052016 0.022350 2.016367
410.000000 0.051959 0.022790 2.001562
411.000000 0.051892 0.022961 1.996313
412.000000 0.051824 0.023135 1.991023
413.000000 0.051779 0.023505 1.979008
414.000000 0.051735 0.023882 1.966954
415.000000 0.051693 0.024229 1.956076
416.000000 0.051652 0.024579 1.945238
417.000000 0.051620 0.025022 1.931622
418.000000 0.051589 0.025473 1.918006
419.000000 0.051556 0.025807 1.908172
420.000000 0.051523 0.026147 1.898338
421.000000 0.051480 0.026220 1.896567
422.000000 0.051438 0.026294 1.894755
423.000000 0.051394 0.026277 1.895685
424.000000 0.051349 0.026258 1.896656
425.000000 0.051309 0.026299 1.895809
426.000000 0.051270 0.026340 1.894962
427.000000 0.051228 0.026341 1.895325
428.000000 0.051187 0.026343 1.895648
429.000000 0.051176 0.026648 1.886821
430.000000 0.051165 0.026956 1.878035
431.000000 0.051153 0.027225 1.870458
432.000000 0.051143 0.027498 1.862842
433.000000 0.051130 0.027735 1.856356
434.000000 0.051117 0.027973 1.849869
435.000000 0.051110 0.028244 1.842529
436.000000 0.051104 0.028515 1.835228
437.000000 0.051175 0.029607 1.805772
438.000000 0.051253 0.030742 1.776316
439.000000 0.051326 0.031800 1.749945
440.000000 0.051405 0.032896 1.723573
441.000000 0.051611 0.035218 1.670486
442.000000 0.051853 0.037718 1.617360
443.000000 0.052070 0.039886 1.574317
444.000000 0.052318 0.042189 1.531275
445.000000 0.052455 0.043533 1.507456
446.000000 0.052604 0.044924 1.483596
447.000000 0.052745 0.046185 1.462660
448.000000 0.052897 0.047487 1.441683
449.000000 0.052990 0.048329 1.428510
450.000000 0.053087 0.049185 1.415376
451.000000 0.053181 0.050001 1.403086
452.000000 0.053278 0.050829 1.390836
453.000000 0.053212 0.050601 1.394509
454.000000 0.053147 0.050377 1.398141
455.000000 0.053087 0.050166 1.401573
456.000000 0.053027 0.049959 1.404965
457.000000 0.053088 0.050508 1.396838
458.000000 0.053150 0.051061 1.388752
459.000000 0.053212 0.051595 1.381027
460.000000 0.053274 0.052136 1.373302
